sequence_id,session_number,game_type,difficulty,accuracy,score,response_time,mistakes,accuracy_change,target_difficulty
848,1,Behaviour & Emotional Response,Medium,42.26,3,3.84,3,0.0,Medium
848,2,Behaviour & Emotional Response,Easy,53.85,3,4.08,3,11.59,Medium
848,3,Memory Match & Recall,Medium,48.62,3,3.17,3,-5.23,Medium
848,4,Everyday Problem Solver,Medium,40.87,4,5.61,6,-7.75,Medium
848,5,Everyday Problem Solver,Easy,56.26,6,5.84,4,15.39,Medium
849,1,Story & Conversation,Medium,67.02,7,6.66,3,0.0,Medium
849,2,My Life Memories,Medium,63.02,4,4.31,2,-4.0,Medium
849,3,Story & Conversation,Easy,81.61,7,4.96,1,18.59,Medium
849,4,Behaviour & Emotional Response,Medium,66.76,4,6.64,2,-14.85,Medium
849,5,Behaviour & Emotional Response,Medium,68.11,3,4.99,2,1.35,Medium
850,1,Memory Match & Recall,Medium,54.71,3,5.16,3,0.0,Medium
850,2,Everyday Problem Solver,Medium,70.2,4,5.47,2,15.49,Medium
850,3,Everyday Problem Solver,Medium,63.5,4,4.8,2,-6.7,Medium
850,4,My Life Memories,Medium,66.8,4,5.87,2,3.3,Medium
850,5,Everyday Problem Solver,Hard,57.97,3,5.44,2,-8.83,Medium
851,1,Everyday Problem Solver,Hard,55.75,4,4.65,4,0.0,Hard
851,2,Everyday Problem Solver,Hard,55.38,3,3.26,2,-0.37,Hard
851,3,Behaviour & Emotional Response,Hard,58.77,4,6.62,2,3.39,Hard
851,4,Everyday Problem Solver,Medium,73.86,6,4.44,2,15.09,Hard
851,5,Story & Conversation,Easy,82.73,4,6.05,1,8.87,Hard
852,1,Behaviour & Emotional Response,Easy,91.03,5,4.44,0,0.0,Medium
852,2,Behaviour & Emotional Response,Medium,89.37,9,2.98,1,-1.66,Medium
852,3,Story & Conversation,Hard,70.27,7,7.34,3,-19.1,Medium
852,4,Everyday Problem Solver,Easy,98.0,8,4.66,0,27.73,Medium
852,5,Story & Conversation,Hard,66.17,3,5.71,2,-31.83,Medium
853,1,My Life Memories,Hard,41.14,3,5.0,5,0.0,Easy
853,2,Memory Match & Recall,Medium,46.5,5,2.65,5,5.36,Easy
853,3,Behaviour & Emotional Response,Easy,71.48,7,3.95,3,24.98,Easy
853,4,Story & Conversation,Easy,66.59,3,4.46,2,-4.89,Easy
853,5,Memory Match & Recall,Hard,38.75,3,4.48,5,-27.84,Easy
854,1,Everyday Problem Solver,Hard,28.58,3,6.51,7,0.0,Easy
854,2,My Life Memories,Medium,41.65,2,7.26,3,13.07,Easy
854,3,Story & Conversation,Hard,42.08,3,6.93,5,0.43,Easy
854,4,Story & Conversation,Medium,48.7,4,6.93,4,6.62,Easy
854,5,My Life Memories,Medium,49.61,4,5.07,4,0.91,Easy
855,1,Story & Conversation,Easy,76.76,4,5.15,1,0.0,Medium
855,2,My Life Memories,Easy,71.2,7,3.79,3,-5.56,Medium
855,3,Everyday Problem Solver,Medium,69.39,6,5.8,2,-1.81,Medium
855,4,Memory Match & Recall,Hard,52.69,5,3.97,5,-16.7,Medium
855,5,Behaviour & Emotional Response,Medium,67.31,7,5.71,3,14.62,Medium
856,1,Behaviour & Emotional Response,Medium,79.89,8,4.35,2,0.0,Hard
856,2,Memory Match & Recall,Medium,86.24,4,6.44,1,6.35,Hard
856,3,Behaviour & Emotional Response,Easy,98.0,6,3.13,0,11.76,Hard
856,4,Story & Conversation,Medium,94.93,9,4.25,1,-3.07,Hard
856,5,My Life Memories,Medium,85.73,4,3.74,1,-9.2,Hard
857,1,Story & Conversation,Medium,88.32,9,4.92,1,0.0,Hard
857,2,My Life Memories,Medium,86.01,4,5.16,1,-2.31,Hard
857,3,My Life Memories,Hard,78.69,8,6.02,2,-7.32,Hard
857,4,Memory Match & Recall,Easy,98.0,6,5.26,0,19.31,Hard
857,5,Memory Match & Recall,Medium,92.15,7,3.59,1,-5.85,Hard
858,1,Memory Match & Recall,Easy,48.94,5,7.04,5,0.0,Medium
858,2,Memory Match & Recall,Medium,57.49,5,4.04,3,8.55,Medium
858,3,Story & Conversation,Hard,40.12,3,5.21,5,-17.37,Medium
858,4,Story & Conversation,Hard,52.57,3,4.18,3,12.45,Medium
858,5,Story & Conversation,Medium,57.5,3,4.91,2,4.93,Medium
859,1,Story & Conversation,Medium,71.78,6,2.82,2,0.0,Medium
859,2,Everyday Problem Solver,Easy,82.4,7,3.17,1,10.62,Medium
859,3,My Life Memories,Medium,75.88,5,6.61,1,-6.52,Medium
859,4,My Life Memories,Hard,54.47,4,4.9,4,-21.41,Medium
859,5,Story & Conversation,Medium,75.09,5,4.44,1,20.62,Medium
860,1,Story & Conversation,Hard,58.06,3,6.33,2,0.0,Hard
860,2,Memory Match & Recall,Medium,68.85,6,5.23,2,10.79,Hard
860,3,Behaviour & Emotional Response,Medium,78.77,5,3.99,1,9.92,Hard
860,4,My Life Memories,Easy,90.29,9,4.34,1,11.52,Hard
860,5,Story & Conversation,Easy,93.37,9,4.01,1,3.08,Hard
861,1,Story & Conversation,Medium,65.48,4,4.86,2,0.0,Medium
861,2,Story & Conversation,Easy,78.77,5,5.01,1,13.29,Medium
861,3,Behaviour & Emotional Response,Easy,71.22,6,6.15,2,-7.55,Medium
861,4,Behaviour & Emotional Response,Medium,59.06,6,4.21,4,-12.16,Medium
861,5,Behaviour & Emotional Response,Medium,71.15,4,5.43,2,12.09,Medium
862,1,Memory Match & Recall,Easy,82.49,8,3.73,2,0.0,Hard
862,2,Story & Conversation,Easy,82.38,7,4.38,1,-0.11,Hard
862,3,Behaviour & Emotional Response,Medium,88.27,5,6.7,1,5.89,Hard
862,4,My Life Memories,Easy,98.0,8,5.47,0,9.73,Hard
862,5,Behaviour & Emotional Response,Medium,93.15,5,4.23,0,-4.85,Hard
863,1,Story & Conversation,Hard,28.52,3,4.28,7,0.0,Easy
863,2,Memory Match & Recall,Easy,58.14,3,4.34,3,29.62,Easy
863,3,Story & Conversation,Easy,59.04,4,3.95,2,0.9,Easy
863,4,Everyday Problem Solver,Easy,54.98,3,4.81,3,-4.06,Easy
863,5,My Life Memories,Medium,44.6,3,4.62,3,-10.38,Easy
864,1,Everyday Problem Solver,Easy,70.33,4,2.99,2,0.0,Medium
864,2,Memory Match & Recall,Hard,62.84,6,6.67,4,-7.49,Medium
864,3,My Life Memories,Medium,69.28,4,6.94,2,6.44,Medium
864,4,My Life Memories,Easy,78.78,8,5.96,2,9.5,Medium
864,5,Behaviour & Emotional Response,Hard,60.94,6,4.58,4,-17.84,Medium
865,1,Story & Conversation,Medium,93.66,7,4.61,1,0.0,Hard
865,2,Story & Conversation,Medium,93.58,7,4.27,1,-0.08,Hard
865,3,Everyday Problem Solver,Easy,98.0,8,1.5,0,4.42,Hard
865,4,Memory Match & Recall,Hard,74.1,4,6.88,2,-23.9,Hard
865,5,Story & Conversation,Hard,80.22,5,5.91,1,6.12,Hard
866,1,Behaviour & Emotional Response,Medium,50.89,3,6.52,2,0.0,Easy
866,2,Behaviour & Emotional Response,Medium,40.09,3,4.69,5,-10.8,Easy
866,3,Memory Match & Recall,Hard,36.98,2,8.38,4,-3.11,Easy
866,4,Story & Conversation,Medium,50.02,3,7.71,3,13.04,Easy
866,5,My Life Memories,Easy,50.26,3,3.61,2,0.24,Easy
867,1,My Life Memories,Medium,44.82,4,5.35,6,0.0,Easy
867,2,Behaviour & Emotional Response,Medium,42.75,3,6.13,3,-2.07,Easy
867,3,Memory Match & Recall,Medium,52.56,3,3.25,2,9.81,Easy
867,4,Story & Conversation,Medium,43.08,3,6.14,3,-9.48,Easy
867,5,Memory Match & Recall,Medium,45.36,2,4.18,3,2.28,Easy
868,1,Story & Conversation,Medium,67.54,3,4.6,2,0.0,Hard
868,2,Behaviour & Emotional Response,Medium,78.75,5,4.18,1,11.21,Hard
868,3,My Life Memories,Easy,92.98,9,3.57,1,14.23,Hard
868,4,Story & Conversation,Medium,88.23,7,4.64,1,-4.75,Hard
868,5,Story & Conversation,Easy,95.31,10,5.13,0,7.08,Hard
869,1,Everyday Problem Solver,Medium,38.27,3,5.63,5,0.0,Medium
869,2,Memory Match & Recall,Hard,40.52,2,6.64,3,2.25,Medium
869,3,Story & Conversation,Medium,52.23,3,4.57,2,11.71,Medium
869,4,Behaviour & Emotional Response,Easy,77.14,8,2.62,2,24.91,Medium
869,5,Everyday Problem Solver,Medium,60.99,4,4.32,2,-16.15,Medium
870,1,Behaviour & Emotional Response,Medium,53.06,3,4.11,3,0.0,Hard
870,2,Everyday Problem Solver,Easy,69.89,7,6.11,3,16.83,Hard
870,3,Memory Match & Recall,Easy,70.78,4,4.56,1,0.89,Hard
870,4,My Life Memories,Medium,53.54,5,5.69,5,-17.24,Hard
870,5,My Life Memories,Medium,73.9,7,4.45,3,20.36,Hard
871,1,Everyday Problem Solver,Hard,38.99,2,5.4,4,0.0,Medium
871,2,Memory Match & Recall,Easy,49.39,3,5.09,3,10.4,Medium
871,3,My Life Memories,Hard,40.29,4,4.05,6,-9.1,Medium
871,4,Memory Match & Recall,Easy,73.38,7,3.11,3,33.09,Medium
871,5,Everyday Problem Solver,Easy,68.33,3,6.21,2,-5.05,Medium
872,1,Story & Conversation,Medium,29.67,1,5.59,4,0.0,Medium
872,2,Behaviour & Emotional Response,Easy,57.26,3,2.65,2,27.59,Medium
872,3,Behaviour & Emotional Response,Easy,54.31,4,5.26,4,-2.95,Medium
872,4,Memory Match & Recall,Easy,41.01,2,5.63,3,-13.3,Medium
872,5,Memory Match & Recall,Easy,60.12,5,4.14,3,19.11,Medium
873,1,Memory Match & Recall,Hard,73.6,6,5.83,2,0.0,Hard
873,2,Memory Match & Recall,Hard,65.58,4,4.61,2,-8.02,Hard
873,3,Behaviour & Emotional Response,Medium,81.56,5,5.53,1,15.98,Hard
873,4,Story & Conversation,Easy,91.34,5,1.63,1,9.78,Hard
873,5,Behaviour & Emotional Response,Medium,92.4,6,4.99,0,1.06,Hard
874,1,My Life Memories,Medium,59.45,4,6.85,2,0.0,Medium
874,2,Behaviour & Emotional Response,Easy,48.99,5,5.13,5,-10.46,Medium
874,3,Memory Match & Recall,Medium,48.75,2,5.71,3,-0.24,Medium
874,4,Story & Conversation,Hard,47.57,2,6.68,3,-1.18,Medium
874,5,Story & Conversation,Medium,57.31,3,2.79,3,9.74,Medium
875,1,Memory Match & Recall,Medium,55.69,3,6.27,3,0.0,Medium
875,2,Behaviour & Emotional Response,Hard,35.71,4,7.25,6,-19.98,Medium
875,3,Behaviour & Emotional Response,Hard,40.36,4,6.41,6,4.65,Medium
875,4,Memory Match & Recall,Medium,54.69,3,5.28,2,14.33,Medium
875,5,Story & Conversation,Easy,74.6,4,2.93,2,19.91,Medium
876,1,Everyday Problem Solver,Hard,38.91,4,8.87,6,0.0,Easy
876,2,Everyday Problem Solver,Medium,46.12,2,7.58,3,7.21,Easy
876,3,Story & Conversation,Easy,74.83,7,4.28,3,28.71,Easy
876,4,Behaviour & Emotional Response,Easy,62.51,3,3.67,2,-12.32,Easy
876,5,Story & Conversation,Hard,43.39,4,4.26,6,-19.12,Easy
877,1,Behaviour & Emotional Response,Medium,67.84,5,4.22,3,0.0,Medium
877,2,Story & Conversation,Easy,68.91,4,2.41,2,1.07,Medium
877,3,Story & Conversation,Hard,52.1,5,6.2,5,-16.81,Medium
877,4,My Life Memories,Medium,63.74,3,4.73,2,11.64,Medium
877,5,My Life Memories,Easy,73.1,4,5.02,1,9.36,Medium
878,1,Story & Conversation,Medium,61.46,6,5.27,4,0.0,Medium
878,2,Story & Conversation,Medium,67.81,5,5.77,3,6.35,Medium
878,3,Memory Match & Recall,Medium,63.72,3,6.81,2,-4.09,Medium
878,4,Everyday Problem Solver,Hard,54.59,4,7.43,4,-9.13,Medium
878,5,Behaviour & Emotional Response,Medium,69.21,4,2.74,2,14.62,Medium
879,1,Story & Conversation,Medium,80.38,4,4.79,1,0.0,Hard
879,2,Memory Match & Recall,Hard,70.76,7,5.32,3,-9.62,Hard
879,3,Everyday Problem Solver,Medium,83.93,4,4.12,1,13.17,Hard
879,4,My Life Memories,Medium,91.72,6,4.63,0,7.79,Hard
879,5,Behaviour & Emotional Response,Medium,83.28,4,3.72,1,-8.44,Hard
880,1,Everyday Problem Solver,Easy,75.15,5,4.86,1,0.0,Medium
880,2,Everyday Problem Solver,Medium,59.37,3,3.1,2,-15.78,Medium
880,3,Everyday Problem Solver,Medium,70.79,4,6.72,1,11.42,Medium
880,4,Memory Match & Recall,Hard,50.37,3,7.8,3,-20.42,Medium
880,5,Memory Match & Recall,Hard,59.74,3,5.81,2,9.37,Medium
881,1,Everyday Problem Solver,Medium,45.73,4,6.32,4,0.0,Medium
881,2,Everyday Problem Solver,Hard,38.88,2,5.05,4,-6.85,Medium
881,3,Story & Conversation,Hard,50.99,5,3.63,5,12.11,Medium
881,4,Memory Match & Recall,Easy,59.4,4,4.5,2,8.41,Medium
881,5,Behaviour & Emotional Response,Medium,61.8,6,5.59,4,2.4,Medium
882,1,Behaviour & Emotional Response,Medium,70.66,6,4.66,2,0.0,Medium
882,2,Everyday Problem Solver,Hard,43.59,3,4.99,5,-27.07,Medium
882,3,My Life Memories,Medium,59.22,6,5.76,4,15.63,Medium
882,4,My Life Memories,Medium,67.19,4,3.18,2,7.97,Medium
882,5,My Life Memories,Easy,70.0,3,4.98,2,2.81,Medium
883,1,My Life Memories,Easy,78.85,8,5.02,2,0.0,Hard
883,2,Everyday Problem Solver,Medium,65.45,4,6.85,2,-13.4,Hard
883,3,Memory Match & Recall,Medium,77.76,4,3.26,1,12.31,Hard
883,4,Everyday Problem Solver,Hard,54.86,5,4.6,5,-22.9,Hard
883,5,Memory Match & Recall,Easy,88.87,7,2.75,1,34.01,Hard
884,1,Everyday Problem Solver,Hard,45.76,4,5.85,4,0.0,Easy
884,2,My Life Memories,Easy,68.09,5,3.18,3,22.33,Easy
884,3,Story & Conversation,Hard,49.6,4,5.17,4,-18.49,Easy
884,4,Memory Match & Recall,Medium,57.59,6,5.32,4,7.99,Easy
884,5,Everyday Problem Solver,Hard,49.65,5,5.93,5,-7.94,Easy
885,1,Everyday Problem Solver,Easy,56.94,3,4.55,2,0.0,Easy
885,2,My Life Memories,Medium,41.99,2,4.61,3,-14.95,Easy
885,3,Everyday Problem Solver,Easy,64.07,6,2.95,4,22.08,Easy
885,4,Everyday Problem Solver,Easy,70.18,4,5.96,1,6.11,Easy
885,5,Everyday Problem Solver,Medium,47.27,4,6.75,4,-22.91,Easy
886,1,My Life Memories,Medium,60.36,6,4.42,4,0.0,Medium
886,2,Behaviour & Emotional Response,Medium,64.88,4,5.47,2,4.52,Medium
886,3,Everyday Problem Solver,Medium,55.96,3,3.65,2,-8.92,Medium
886,4,Behaviour & Emotional Response,Easy,63.58,4,4.72,2,7.62,Medium
886,5,Story & Conversation,Hard,55.28,4,6.64,4,-8.3,Medium
887,1,Everyday Problem Solver,Medium,51.29,3,4.27,3,0.0,Hard
887,2,Memory Match & Recall,Medium,66.64,4,4.39,2,15.35,Hard
887,3,Story & Conversation,Medium,62.09,4,3.71,2,-4.55,Hard
887,4,Everyday Problem Solver,Medium,64.75,5,4.43,3,2.66,Hard
887,5,My Life Memories,Easy,80.51,8,5.28,2,15.76,Hard
888,1,Memory Match & Recall,Hard,39.8,3,5.32,5,0.0,Medium
888,2,Behaviour & Emotional Response,Easy,55.55,4,3.53,4,15.75,Medium
888,3,Memory Match & Recall,Easy,66.75,3,4.86,2,11.2,Medium
888,4,My Life Memories,Medium,57.96,3,4.67,2,-8.79,Medium
888,5,Behaviour & Emotional Response,Medium,64.16,5,5.06,3,6.2,Medium
889,1,Story & Conversation,Easy,69.91,3,1.5,2,0.0,Hard
889,2,Everyday Problem Solver,Easy,83.75,4,2.62,1,13.84,Hard
889,3,Behaviour & Emotional Response,Easy,82.27,8,3.98,2,-1.48,Hard
889,4,Behaviour & Emotional Response,Easy,94.57,6,4.72,0,12.3,Hard
889,5,Memory Match & Recall,Medium,77.54,4,5.88,1,-17.03,Hard
890,1,Memory Match & Recall,Medium,62.78,6,6.28,4,0.0,Medium
890,2,Behaviour & Emotional Response,Medium,60.37,5,5.4,3,-2.41,Medium
890,3,Behaviour & Emotional Response,Medium,59.24,4,5.27,2,-1.13,Medium
890,4,My Life Memories,Medium,71.19,6,6.94,2,11.95,Medium
890,5,My Life Memories,Medium,62.14,4,4.28,2,-9.05,Medium
891,1,My Life Memories,Medium,74.35,6,5.12,2,0.0,Hard
891,2,Everyday Problem Solver,Easy,78.1,5,3.67,1,3.75,Hard
891,3,My Life Memories,Hard,70.81,4,5.67,2,-7.29,Hard
891,4,Story & Conversation,Medium,79.09,8,4.73,2,8.28,Hard
891,5,Story & Conversation,Easy,81.24,8,5.47,2,2.15,Hard
892,1,My Life Memories,Medium,81.38,5,3.63,1,0.0,Medium
892,2,My Life Memories,Easy,83.98,7,2.75,1,2.6,Medium
892,3,Everyday Problem Solver,Hard,59.49,6,7.0,4,-24.49,Medium
892,4,My Life Memories,Medium,59.62,6,4.78,4,0.13,Medium
892,5,My Life Memories,Hard,58.17,6,4.99,4,-1.45,Medium
893,1,Story & Conversation,Easy,82.5,8,4.18,2,0.0,Medium
893,2,Everyday Problem Solver,Medium,68.51,4,5.09,2,-13.99,Medium
893,3,Everyday Problem Solver,Easy,78.79,5,3.06,1,10.28,Medium
893,4,Behaviour & Emotional Response,Easy,86.93,7,4.66,1,8.14,Medium
893,5,My Life Memories,Medium,74.15,7,3.94,3,-12.78,Medium
894,1,Story & Conversation,Medium,52.05,3,3.24,3,0.0,Medium
894,2,My Life Memories,Easy,54.48,3,3.84,2,2.43,Medium
894,3,Behaviour & Emotional Response,Medium,59.25,5,4.24,3,4.77,Medium
894,4,Behaviour & Emotional Response,Medium,51.5,3,4.11,3,-7.75,Medium
894,5,Everyday Problem Solver,Easy,66.38,4,4.04,2,14.88,Medium
895,1,My Life Memories,Hard,86.81,9,6.84,1,0.0,Hard
895,2,Everyday Problem Solver,Hard,88.99,4,4.39,1,2.18,Hard
895,3,Everyday Problem Solver,Medium,88.15,5,3.47,1,-0.84,Hard
895,4,Story & Conversation,Hard,92.99,6,4.9,0,4.84,Hard
895,5,My Life Memories,Medium,90.97,5,4.26,1,-2.02,Hard
896,1,Everyday Problem Solver,Medium,58.03,6,5.34,4,0.0,Medium
896,2,Everyday Problem Solver,Hard,40.95,2,6.8,4,-17.08,Medium
896,3,My Life Memories,Easy,65.59,3,4.29,2,24.64,Medium
896,4,Memory Match & Recall,Medium,65.04,3,4.21,2,-0.55,Medium
896,5,Memory Match & Recall,Easy,69.0,3,5.16,2,3.96,Medium
897,1,Story & Conversation,Hard,32.83,3,6.7,5,0.0,Easy
897,2,Story & Conversation,Easy,70.96,4,5.16,2,38.13,Easy
897,3,Everyday Problem Solver,Easy,62.97,3,5.13,2,-7.99,Easy
897,4,Story & Conversation,Medium,45.19,4,5.28,4,-17.78,Easy
897,5,Behaviour & Emotional Response,Hard,40.96,4,6.36,6,-4.23,Easy
898,1,My Life Memories,Easy,74.03,4,4.03,2,0.0,Hard
898,2,Story & Conversation,Easy,73.6,4,2.94,2,-0.43,Hard
898,3,Everyday Problem Solver,Easy,72.83,4,6.09,1,-0.77,Hard
898,4,Behaviour & Emotional Response,Hard,56.16,6,5.83,4,-16.67,Hard
898,5,Everyday Problem Solver,Medium,79.12,8,3.23,2,22.96,Hard
899,1,Story & Conversation,Medium,53.63,3,5.13,3,0.0,Easy
899,2,Memory Match & Recall,Medium,43.4,3,3.71,3,-10.23,Easy
899,3,My Life Memories,Easy,59.04,3,5.18,2,15.64,Easy
899,4,Everyday Problem Solver,Hard,29.29,3,5.9,7,-29.75,Easy
899,5,My Life Memories,Medium,47.35,2,5.43,3,18.06,Easy
900,1,Behaviour & Emotional Response,Medium,50.72,4,6.19,4,0.0,Easy
900,2,My Life Memories,Medium,42.53,3,4.9,3,-8.19,Easy
900,3,My Life Memories,Hard,33.39,3,5.1,7,-9.14,Easy
900,4,Behaviour & Emotional Response,Easy,55.05,4,4.24,4,21.66,Easy
900,5,Memory Match & Recall,Hard,46.89,2,7.06,3,-8.16,Easy
901,1,Everyday Problem Solver,Easy,86.24,7,2.97,1,0.0,Hard
901,2,My Life Memories,Hard,63.27,3,6.96,2,-22.97,Hard
901,3,Everyday Problem Solver,Hard,57.47,5,6.6,3,-5.8,Hard
901,4,Story & Conversation,Medium,92.46,5,6.03,0,34.99,Hard
901,5,Story & Conversation,Medium,88.5,9,5.05,1,-3.96,Hard
902,1,Memory Match & Recall,Medium,70.21,7,5.89,3,0.0,Medium
902,2,Everyday Problem Solver,Medium,79.95,6,5.21,2,9.74,Medium
902,3,Everyday Problem Solver,Medium,85.42,4,4.17,1,5.47,Medium
902,4,My Life Memories,Easy,87.9,5,4.41,1,2.48,Medium
902,5,Memory Match & Recall,Medium,74.34,6,5.18,2,-13.56,Medium
903,1,Story & Conversation,Medium,40.5,4,5.23,6,0.0,Easy
903,2,Story & Conversation,Easy,42.59,4,3.66,6,2.09,Easy
903,3,Memory Match & Recall,Easy,45.81,2,5.46,3,3.22,Easy
903,4,Everyday Problem Solver,Hard,30.0,2,5.21,3,-15.81,Easy
903,5,Behaviour & Emotional Response,Easy,45.14,5,5.43,5,15.14,Easy
904,1,Everyday Problem Solver,Hard,37.52,4,6.15,6,0.0,Medium
904,2,My Life Memories,Easy,62.54,5,5.53,3,25.02,Medium
904,3,My Life Memories,Easy,54.59,5,2.27,5,-7.95,Medium
904,4,My Life Memories,Medium,50.26,3,7.26,3,-4.33,Medium
904,5,Story & Conversation,Medium,67.3,4,7.16,2,17.04,Medium
905,1,My Life Memories,Easy,56.41,3,1.74,2,0.0,Medium
905,2,My Life Memories,Hard,42.92,2,5.72,3,-13.49,Medium
905,3,Story & Conversation,Hard,55.91,3,6.89,2,12.99,Medium
905,4,Memory Match & Recall,Hard,50.97,3,4.82,2,-4.94,Medium
905,5,Everyday Problem Solver,Easy,67.34,5,4.77,3,16.37,Medium
906,1,Memory Match & Recall,Easy,82.81,5,3.1,1,0.0,Hard
906,2,Memory Match & Recall,Hard,63.86,3,6.3,2,-18.95,Hard
906,3,Memory Match & Recall,Medium,67.03,5,4.02,3,3.17,Hard
906,4,Behaviour & Emotional Response,Easy,89.09,9,4.01,1,22.06,Hard
906,5,Story & Conversation,Medium,85.99,4,5.41,1,-3.1,Hard
907,1,Behaviour & Emotional Response,Easy,62.64,4,4.57,2,0.0,Medium
907,2,Everyday Problem Solver,Hard,37.83,2,4.9,3,-24.81,Medium
907,3,Everyday Problem Solver,Easy,69.91,3,5.46,2,32.08,Medium
907,4,Memory Match & Recall,Medium,60.82,4,6.83,2,-9.09,Medium
907,5,Everyday Problem Solver,Easy,65.45,3,6.49,2,4.63,Medium
908,1,My Life Memories,Easy,50.41,3,2.48,3,0.0,Medium
908,2,My Life Memories,Hard,33.31,3,5.43,7,-17.1,Medium
908,3,Behaviour & Emotional Response,Medium,52.64,5,5.37,5,19.33,Medium
908,4,Story & Conversation,Medium,43.83,2,4.68,3,-8.81,Medium
908,5,My Life Memories,Easy,60.26,3,2.39,2,16.43,Medium
909,1,Memory Match & Recall,Easy,50.66,3,6.32,3,0.0,Medium
909,2,Story & Conversation,Easy,57.93,3,5.33,3,7.27,Medium
909,3,Memory Match & Recall,Medium,39.29,2,6.62,3,-18.64,Medium
909,4,Everyday Problem Solver,Easy,67.59,5,2.06,3,28.3,Medium
909,5,Everyday Problem Solver,Easy,57.05,5,5.14,3,-10.54,Medium
910,1,Behaviour & Emotional Response,Medium,65.59,5,4.61,3,0.0,Hard
910,2,Everyday Problem Solver,Medium,67.58,5,5.09,3,1.99,Hard
910,3,Everyday Problem Solver,Medium,79.85,6,3.94,2,12.27,Hard
910,4,Story & Conversation,Medium,80.17,4,3.92,1,0.32,Hard
910,5,Memory Match & Recall,Easy,80.58,6,5.34,2,0.41,Hard
911,1,Memory Match & Recall,Medium,78.94,8,3.29,2,0.0,Hard
911,2,Memory Match & Recall,Medium,72.53,7,5.91,3,-6.41,Hard
911,3,Memory Match & Recall,Hard,65.08,3,4.49,2,-7.45,Hard
911,4,Story & Conversation,Medium,81.08,6,3.99,2,16.0,Hard
911,5,Behaviour & Emotional Response,Medium,90.6,5,6.63,0,9.52,Hard
912,1,Behaviour & Emotional Response,Easy,87.23,7,4.38,1,0.0,Hard
912,2,My Life Memories,Medium,75.15,8,6.67,2,-12.08,Hard
912,3,Story & Conversation,Medium,73.53,7,4.61,3,-1.62,Hard
912,4,Story & Conversation,Medium,63.33,4,4.89,2,-10.2,Hard
912,5,Everyday Problem Solver,Medium,80.0,4,5.99,1,16.67,Hard
913,1,Story & Conversation,Medium,64.32,6,2.61,4,0.0,Medium
913,2,Story & Conversation,Hard,54.09,5,5.5,5,-10.23,Medium
913,3,My Life Memories,Hard,56.69,6,6.59,4,2.6,Medium
913,4,My Life Memories,Easy,93.98,9,4.4,1,37.29,Medium
913,5,My Life Memories,Hard,60.27,4,5.51,2,-33.71,Medium
914,1,Story & Conversation,Medium,56.9,3,5.19,3,0.0,Hard
914,2,My Life Memories,Medium,66.07,7,5.22,3,9.17,Hard
914,3,Everyday Problem Solver,Easy,77.61,5,4.9,1,11.54,Hard
914,4,Everyday Problem Solver,Easy,65.73,7,5.24,3,-11.88,Hard
914,5,My Life Memories,Easy,73.84,6,3.09,2,8.11,Hard
915,1,Everyday Problem Solver,Easy,56.03,6,4.28,4,0.0,Easy
915,2,Everyday Problem Solver,Easy,44.84,4,5.21,4,-11.19,Easy
915,3,Everyday Problem Solver,Easy,47.8,5,4.79,5,2.96,Easy
915,4,My Life Memories,Medium,49.36,3,6.17,3,1.56,Easy
915,5,My Life Memories,Hard,48.12,2,4.28,3,-1.24,Easy
916,1,Story & Conversation,Hard,45.55,2,6.46,3,0.0,Medium
916,2,Story & Conversation,Medium,62.01,5,4.58,3,16.46,Medium
916,3,Everyday Problem Solver,Easy,69.57,7,3.1,3,7.56,Medium
916,4,Everyday Problem Solver,Medium,69.64,3,5.49,2,0.07,Medium
916,5,Story & Conversation,Medium,70.72,6,4.56,2,1.08,Medium
917,1,Story & Conversation,Medium,43.68,4,5.58,6,0.0,Medium
917,2,Behaviour & Emotional Response,Easy,55.41,3,6.78,3,11.73,Medium
917,3,Behaviour & Emotional Response,Easy,55.3,4,4.89,4,-0.11,Medium
917,4,Everyday Problem Solver,Medium,64.05,6,5.71,4,8.75,Medium
917,5,Memory Match & Recall,Easy,67.2,5,3.3,3,3.15,Medium
918,1,My Life Memories,Easy,53.89,4,6.38,4,0.0,Easy
918,2,Everyday Problem Solver,Hard,26.14,2,4.72,6,-27.75,Easy
918,3,My Life Memories,Medium,27.52,2,4.1,6,1.38,Easy
918,4,Behaviour & Emotional Response,Medium,43.09,3,7.07,3,15.57,Easy
918,5,Everyday Problem Solver,Hard,37.31,2,6.37,4,-5.78,Easy
919,1,Behaviour & Emotional Response,Medium,50.5,3,6.78,3,0.0,Medium
919,2,My Life Memories,Medium,56.7,3,2.52,2,6.2,Medium
919,3,Story & Conversation,Medium,52.96,3,4.05,2,-3.74,Medium
919,4,My Life Memories,Medium,55.22,4,5.73,4,2.26,Medium
919,5,Memory Match & Recall,Medium,59.35,6,4.93,4,4.13,Medium
920,1,Behaviour & Emotional Response,Hard,63.52,5,8.03,3,0.0,Hard
920,2,Memory Match & Recall,Medium,77.17,5,4.99,1,13.65,Hard
920,3,Story & Conversation,Medium,81.01,6,5.0,2,3.84,Hard
920,4,Memory Match & Recall,Medium,86.87,5,5.33,1,5.86,Hard
920,5,Memory Match & Recall,Easy,91.18,9,2.92,1,4.31,Hard
921,1,Behaviour & Emotional Response,Easy,98.0,8,5.06,0,0.0,Hard
